DHT_dihydrotestosterone	-5.57
finasteride	-5.901
testosterone	-5.499
WAY-316606	-6.199
2-naphthylguanidine	-5.28
4-guanidinobenzoic_acid	-4.904
tyramine-guanidine_hybrid	-4.938
