scenario,n_e_m3,T_e_keV,T_i_keV,B_T,ion,omega_pe_rad_s,omega_pi_rad_s,lambda_D_m,omega_ce_rad_s,omega_ci_rad_s,v_th_e_m_s,v_th_i_m_s,v_A_m_s,r_Le_m,r_Li_m,f_pe_Hz,f_pi_Hz,f_ce_Hz,f_ci_Hz
ITER_core_reference,1e+20,10.0,10.0,5.3,D+,564146023118.0627,9311720416.90477,7.433941994700464e-05,932174605709.2465,253965112.70068184,59309695.84768014,978958.0766568249,8175337.380572415,6.490798862141296e-05,0.00385471565638207,89786628204.87434,1482006333.0401187,148360196323.3651,40419803.0592038
