 &plot nbnd=  80, nks=    49 /
            0.000000  0.000000  0.000000
  -77.959  -77.946  -77.946  -41.374  -41.287  -41.286  -41.218  -41.218  -41.208  -41.195
  -41.195  -41.194   -4.894   -4.781   -4.781   -4.777   -4.777   -4.719   -4.698   -4.698
   -4.658   -4.658   -4.643   -4.643   -4.609   -4.609   -4.565    5.428    9.920   11.539
   12.688   12.688   13.263   13.538   14.142   14.176   14.176   14.549   14.549   14.981
   14.981   15.916   15.916   16.068   16.113   16.113   16.966   17.068   17.836   17.836
   19.497   20.278   21.791   21.792   22.454   23.228   23.228   23.282   25.247   25.247
   25.682   26.224   26.224   27.820   27.820   28.901   32.059   32.059   32.239   34.465
   34.539   34.539   35.193   35.454   35.454   36.498   36.887   36.887   37.472   37.704
            0.027775  0.048108  0.000000
  -77.959  -77.946  -77.946  -41.373  -41.287  -41.286  -41.218  -41.218  -41.208  -41.195
  -41.195  -41.194   -4.894   -4.781   -4.781   -4.779   -4.778   -4.720   -4.698   -4.697
   -4.657   -4.657   -4.642   -4.642   -4.609   -4.609   -4.565    5.445    9.911   11.399
   12.647   12.776   13.267   13.541   14.141   14.201   14.213   14.550   14.553   14.973
   14.986   15.919   15.926   16.063   16.111   16.129   16.967   17.110   17.848   17.860
   19.515   20.269   21.717   21.783   22.402   22.748   23.215   23.754   25.276   25.366
   25.748   26.268   26.303   27.650   27.772   28.767   32.135   32.227   32.442   34.237
   34.343   34.354   35.021   35.290   35.406   36.387   36.873   37.085   37.239   37.814
            0.055550  0.096215  0.000000
  -77.959  -77.946  -77.946  -41.372  -41.287  -41.285  -41.219  -41.218  -41.208  -41.195
  -41.195  -41.195   -4.893   -4.785   -4.782   -4.781   -4.781   -4.723   -4.697   -4.695
   -4.655   -4.654   -4.638   -4.637   -4.612   -4.609   -4.566    5.496    9.880   11.078
   12.543   12.946   13.280   13.556   14.137   14.256   14.315   14.553   14.565   14.948
   15.002   15.928   15.952   16.048   16.106   16.178   16.972   17.224   17.894   17.939
   19.574   20.239   21.515   21.727   22.246   22.313   23.186   24.223   25.334   25.687
   25.916   26.406   26.529   27.212   27.644   28.514   32.341   32.440   33.101   33.595
   33.753   33.957   34.900   34.958   35.273   36.054   36.559   37.168   37.230   38.239
            0.083325  0.144323  0.000000
  -77.958  -77.947  -77.946  -41.369  -41.288  -41.284  -41.221  -41.218  -41.207  -41.196
  -41.195  -41.195   -4.893   -4.794   -4.785   -4.783   -4.782   -4.726   -4.696   -4.691
   -4.652   -4.651   -4.631   -4.630   -4.615   -4.609   -4.566    5.582    9.821   10.687
   12.418   13.098   13.302   13.593   14.130   14.308   14.453   14.557   14.593   14.910
   15.029   15.936   15.982   16.022   16.096   16.260   16.984   17.359   18.003   18.092
   19.682   20.183   21.230   21.569   21.757   22.304   23.171   24.638   25.394   25.895
   26.130   26.657   26.875   26.903   27.476   28.273   32.340   32.533   33.086   33.139
   33.335   33.952   34.633   34.869   35.084   35.501   36.326   37.077   37.296   38.194
            0.111100  0.192431  0.000000
  -77.958  -77.947  -77.946  -41.366  -41.289  -41.282  -41.224  -41.219  -41.207  -41.197
  -41.196  -41.195   -4.891   -4.805   -4.789   -4.785   -4.782   -4.729   -4.694   -4.686
   -4.650   -4.649   -4.622   -4.622   -4.619   -4.609   -4.567    5.702    9.724   10.277
   12.316   13.214   13.332   13.649   14.120   14.333   14.561   14.587   14.645   14.859
   15.065   15.933   15.987   16.012   16.083   16.378   17.005   17.456   18.202   18.341
   19.857   20.098   20.901   21.286   21.335   22.391   23.195   24.980   25.327   25.461
   26.575   27.034   27.107   27.314   27.366   28.106   31.558   31.981   32.589   33.182
   33.470   34.049   34.327   34.865   34.865   35.619   36.140   36.978   37.367   38.094
            0.138875  0.240539  0.000000
  -77.957  -77.948  -77.946  -41.361  -41.291  -41.280  -41.227  -41.219  -41.206  -41.199
  -41.196  -41.195   -4.890   -4.817   -4.792   -4.786   -4.782   -4.732   -4.694   -4.681
