 &plot nbnd=  80, nks=    49 /
            0.000000  0.000000  0.000000
  -78.063  -78.050  -78.050  -41.497  -41.408  -41.408  -41.337  -41.337  -41.311  -41.287
  -41.274  -41.274   -4.872   -4.760   -4.760   -4.752   -4.752   -4.696   -4.676   -4.676
   -4.634   -4.634   -4.629   -4.629   -4.586   -4.586   -4.543    5.454    9.926   11.559
   12.690   12.690   13.219   13.464   14.169   14.202   14.202   14.483   14.483   14.916
   14.916   15.787   15.787   15.988   16.032   16.033   16.875   16.994   17.772   17.773
   19.505   20.322   21.827   21.827   22.452   23.247   23.247   23.261   25.237   25.237
   25.729   26.246   26.246   27.852   27.852   28.924   32.092   32.092   32.254   34.493
   34.557   34.557   35.213   35.485   35.485   36.514   36.912   36.912   37.511   37.733
            0.027775  0.048108  0.000000
  -78.063  -78.050  -78.050  -41.496  -41.408  -41.408  -41.337  -41.337  -41.311  -41.287
  -41.274  -41.274   -4.872   -4.760   -4.760   -4.754   -4.754   -4.697   -4.676   -4.675
   -4.634   -4.634   -4.626   -4.626   -4.587   -4.586   -4.543    5.471    9.917   11.419
   12.651   12.779   13.223   13.469   14.167   14.219   14.235   14.484   14.487   14.908
   14.921   15.791   15.798   15.983   16.031   16.050   16.877   17.039   17.786   17.798
   19.524   20.312   21.752   21.818   22.400   22.747   23.234   23.753   25.267   25.357
   25.794   26.290   26.325   27.682   27.805   28.790   32.167   32.254   32.464   34.255
   34.371   34.372   35.041   35.321   35.437   36.403   36.900   37.111   37.274   37.841
            0.055550  0.096215  0.000000
  -78.063  -78.051  -78.050  -41.495  -41.409  -41.407  -41.338  -41.337  -41.312  -41.287
  -41.274  -41.274   -4.871   -4.761   -4.761   -4.760   -4.756   -4.700   -4.675   -4.672
   -4.635   -4.634   -4.619   -4.619   -4.589   -4.586   -4.544    5.523    9.888   11.097
   12.549   12.949   13.236   13.488   14.159   14.257   14.326   14.488   14.499   14.885
   14.937   15.803   15.825   15.967   16.025   16.102   16.883   17.157   17.835   17.883
