17AG	0	41008015	ssh1.vast.ai	18014	running
17AG	1	41012338	ssh4.vast.ai	12338	running
17AAG	0	41012338	ssh4.vast.ai	12338	running
17AG	2	41012472	ssh2.vast.ai	12472	running
17AAG	1	41012472	ssh2.vast.ai	12472	running
17AG	3	41012642	ssh5.vast.ai	12642	running
17AAG	2	41012642	ssh5.vast.ai	12642	running
17AG	4	41012807	ssh4.vast.ai	12806	running
17AAG	3	41012807	ssh4.vast.ai	12806	running
17AAG	4	41012966	ssh3.vast.ai	12966	running
