phenethyl-guanidine	-6.408
4-hydroxyphenylguanidine	-6.415
4-aminobenzamidine	-6.32
4-guanidinobenzoic_acid	-7.164
tryptamine	-6.38
naphthyl-ethylenediamine	-6.203
2-naphthylguanidine	-7.165
tyramine-guanidine_hybrid	-6.87
